tweet,hate_speech,offensive_language,neither,mentions,hashtags,original_tweet
<MENTION> <MENTION> <MENTION> <MENTION> yeah i know it s jeff s book the one where he admits to beating prisoners and lying abo,0,0,1,"['@samknight1', '@EliLake', '@saletan', '@JeffreyGoldberg']",[],RT @samknight1: @EliLake @saletan @JeffreyGoldberg Yeah I know it's Jeff's book. The one where he admits to beating prisoners and lying abo…
<MENTION> <MENTION> dude i had a video of these birds at my work fuckin,0,1,0,"['@samzbikowski', '@TonyJRodriguez']",[],RT @samzbikowski: @TonyJRodriguez dude I had a video of these birds at my work fuckin
<MENTION> what s with guys and fat bitches i will clearly never understand,0,1,0,['@sangelina_xo'],[],RT @sangelina_xo: what's with guys and fat bitches I will clearly never understand
<MENTION> can you get eye cancer from reading too many michael douglas pussy juice throat cancer jokes,0,1,0,['@saraschaefer1'],[],RT @saraschaefer1: Can you get eye cancer from reading too many Michael Douglas pussy-juice-throat-cancer jokes?
<MENTION> a girl tweeted you might be ghetto if u bring food from outside into the movies no u might be stupid if u pay 4 99 for a b,0,0,1,['@sassytbh'],[],"RT @sassytbh: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a b…"
<MENTION> <MENTION> ugly bitch has blood on her hands for her whore ways,0,1,0,"['@saucygyro', '@_WhitePonyJr_']",[],RT @saucygyro: @_WhitePonyJr_ ugly bitch has blood on her hands for her whore ways
<MENTION> if i ride up to your bitch in these then homie consider yourself a single nigga <URL>,0,1,0,['@savethesehos'],[],RT @savethesehos: If I ride up to your bitch in these then...homie consider yourself a single nigga . http://t.co/RJAiohrPhw
<MENTION> your bitch when my skechers light up <URL>,0,1,0,['@savethesehos'],[],RT @savethesehos: Your bitch when my Skechers light up . http://t.co/vqLUSPYqmO
<MENTION> neta bullshit aside i need to get me a bad bitch,0,1,0,['@sbacilio1224'],[],RT @sbacilio1224: Neta bullshit aside I need to get me a bad bitch
<MENTION> <MENTION> shut your nigger ass lamar,1,0,0,"['@sblmnl_crmnl', '@woods_lamar']",[],"RT @sblmnl_crmnl: @woods_lamar shut your nigger ass, lamar"
<MENTION> i ll never smoke weed with willy again he invited that hick toby keith and i fucking hate that mongoloid,0,1,0,['@scaffoldjocky'],[],"RT @scaffoldjocky: I'll never smoke weed with Willy again. He invited that hick, Toby Keith, and I fucking hate that mongoloid!"
<MENTION> i say nigger with love,0,1,0,['@schooIgirI'],[],RT @schooIgirI: I say nigger with love
<MENTION> bros before hoes except chicks with no clothes everywhere,0,1,0,['@schoolfession'],[],"RT @schoolfession: ""Bros before hoes, except chicks with no clothes"" - Everywhere"
<MENTION> my ex girlfriends telling people i sell pills and coke retweet if she s a bitch durant hs,0,1,0,['@schoolfession'],[],"RT @schoolfession: ""My ex girlfriends telling people I sell pills and coke. Retweet if she's a bitch."" - Durant HS"
<MENTION> i said thin mints bitch <URL>,0,1,0,['@scott1023'],[],"RT @scott1023: ""I said thin mints bitch"". http://t.co/yRVQjxeyqO"
<MENTION> it s settled the ding dong is far superior than the twinkie,0,0,1,['@scottiken'],[],RT @scottiken: It's settled. The Ding Dong is far superior than the Twinkie.
<MENTION> <MENTION> <MENTION> congratulations for reinforcing the stereotype for insecure uneducated uncivilized ba,0,0,1,"['@scottvtracy', '@AbuYazidMuawiya', '@amustafaanbari1']",[],"RT @scottvtracy: @AbuYazidMuawiya @amustafaanbari1 Congratulations for reinforcing the stereotype for insecure, uneducated, uncivilized, ba…"
<MENTION> cinco de mind yo own damn business bitch,0,1,0,['@scottydoesntN0'],[],"RT @scottydoesntN0: Cinco De mind yo own damn business, bitch"
<MENTION> <MENTION> lmfaooo this bitch tongue longer than some niggas dicks,0,1,0,"['@scressful', '@DFkinLopes']",[],RT @scressful: @DFkinLopes LMfAOOO this bitch tongue longer than some niggas dicks
<MENTION> i don t gang bang ho i jus gang bang these hoes ?,0,1,0,['@seansteiger31'],[],"RT @seansteiger31: I don't gang bang ho, I jus gang bang these hoes ?"
<MENTION> melo will be a bitch if he leaves and well lebron is jus a bitch regardless lol,0,1,0,['@seansteiger31'],[],"RT @seansteiger31: Melo will be a bitch if he leaves, and well Lebron is jus a bitch regardless lol"
<MENTION> sometimes i listen revisit them old albums often as i can skim through all them bitches to make sure i keep up with,0,1,0,['@seansteiger31'],[],RT @seansteiger31: Sometimes I listen & revisit them old albums often as I can & skim through all them bitches to make sure I keep up with …
<MENTION> farra from teen mom has 2 sex tapes on pornhub lmao hoe ass,0,1,0,['@semper_fiibitch'],[],RT @semper_fiibitch: Farra from teen mom has 2 sex tapes on pornhub lmao hoe ass
<MENTION> day 2 of fxx s simpsons marathon bart s dog gets an f to last exit to springfield will be the best consecutive 24 ho,0,0,1,['@sepinwall'],[],RT @sepinwall: Day 2 of FXX’s Simpsons marathon — “Bart’s Dog Gets an F” to “Last Exit to Springfield” — will be the best consecutive 24 ho…
<MENTION> <MENTION> <MENTION> they trash though <URL>,0,1,0,"['@shaelynspacyyy', '@UglyAssDerrick', '@shaelynspacyyy']",[],RT @shaelynspacyyy: “@UglyAssDerrick: @shaelynspacyyy they trash though?” http://t.co/dJ5kvo7RSr
<MENTION> 50 shades of shut your bitch ass up,0,1,0,['@shananigans__'],[],RT @shananigans__: 50 shades of shut your bitch ass up
<MENTION> meet me and my bitches <MENTION>,0,1,0,"['@shanequabullock', '@#MansionElan']",[],RT @shanequabullock: Meet me and my bitches @ #MansionElan
<MENTION> <MENTION> i know bitches who sell pussy for 3 5 s ???,0,1,0,"['@shantelb_', '@WeAre_XCI']",[],RT @shantelb_: “@WeAre_XCI: I know bitches who sell pussy for 3.5's” ???
<MENTION> bitch do i entertain you cause you always seem to be in my business,0,1,0,['@shantybear'],[],RT @shantybear: bitch do I entertain you? Cause you always seem to be in my business
<MENTION> jessica ass dont need no more liquior when the bitch drinks she forgets everything the very next day it never fa,0,1,0,['@shardae85yahoo'],[],RT @shardae85yahoo: Jessica ass dont need no more liquior !!!! when the bitch drinks she forgets everything the very next day ! it never fa…
<MENTION> u ain t sailor moon bitch,0,1,0,['@shayconnnor'],[],RT @shayconnnor: u ain't sailor moon bitch
<MENTION> fuck the islamic state we will kill those cunts??,1,0,0,['@sheemteam97'],[],RT @sheemteam97: Fuck the Islamic State!! We will kill those cunts??
<MENTION> instagram needs to stop being a bitch,0,1,0,['@shelbieperdue'],[],RT @shelbieperdue: Instagram needs to stop being a bitch!
<MENTION> nah bitch you ain t just gone go off on me and just want me back 5 minutes later i m playing 2k until further notice,0,1,0,['@shikeattike'],[],RT @shikeattike: Nah bitch you ain't just gone go off on me and just want me back 5 minutes later. I'm playing 2k until further notice
<MENTION> pussy niggas don t get no pussy nigga,0,1,0,['@shikeattike'],[],RT @shikeattike: Pussy niggas don't get no pussy nigga
<MENTION> when the neighborhood freak throw you some pussy and you don t catch it <URL>,0,1,0,['@shikeattike'],[],RT @shikeattike: When the neighborhood freak throw you some pussy and you don't catch it http://t.co/koLoObmVfa
<MENTION> i watched my followers drop like flies when they started seeing shit that made them upset lol take salt bitch,0,1,0,['@shitballshonkey'],[],RT @shitballshonkey: I watched my followers drop like flies when they started seeing shit that made them upset lol take salt bitch
<MENTION> my momma talm bout these kids party more than their parents ? tf duh why would you think it s ok for you to pussy pop at,0,1,0,['@shonni__'],[],"RT @shonni__: My momma talm bout 'these kids party more than their parents ' ? TF duh, why would you think it's ok for you to pussy pop at …"
<MENTION> <MENTION> new york bitches be like # thatnycshit # bitchesbelike # newyorkgirlsbelike # hoodbitches lmfaoo?? ? <URL>,0,1,0,"['@shoulder_LEEN', '@intentions_']","['#ThatNYCshit', '#bitchesbelike', '#newyorkGirlsbelike', '#hoodbitches']",RT @shoulder_LEEN: “@intentions_: New York bitches be like #ThatNYCshit #bitchesbelike #newyorkGirlsbelike #hoodbitches LMFAOO?? ? https:/…
<MENTION> i drove my daughter s guinea pig to the vet s this morning i m quite handy with my new callaway golf clubs # sickipedia,0,0,1,['@sickipedia'],['#sickipedia'],"RT @sickipedia: I drove my daughter's guinea pig to the vet's this morning. 

I'm quite handy with my new Callaway golf clubs.

#sickipedia"
<MENTION> fuckin skyler white is such a bitch,0,1,0,['@sidneeyrosee'],[],RT @sidneeyrosee: fuckin skyler white is such a bitch
<MENTION> over thinking can and will fuck up the simplest things lighten up bitches,0,1,0,['@silent_musings'],[],RT @silent_musings: Over-thinking can and will fuck up the simplest things. Lighten up bitches.
<MENTION> <MENTION> <MENTION> well ain t this bout a bitch <URL> ??? bruh???,0,1,0,"['@simplyalize', '@xonayyy', '@ugglyyy']",[],"RT @simplyalize: ""@xonayyy: “@ugglyyy: well ain't this bout a bitch ... http://t.co/CVJadMYpg6” ???"" BRUH???"
<MENTION> quan helps everyone out with random questions and computer stuff but no one can oop him grs something ain t right abo,0,0,1,['@simplyforkicks'],[],RT @simplyforkicks: Quan helps everyone out with random questions and computer stuff but no one can oop him GRs?! Something ain't right abo…
<MENTION> if you brush off a guys compliment just because you have a boyfriend you re a bitch,0,1,0,['@sisssyhaymaan'],[],"RT @sisssyhaymaan: If you brush off a guys compliment just because you have a boyfriend, you're a bitch"
<MENTION> pissed in shower now checking for yellow legs,0,1,0,['@skankymunter'],[],"RT @skankymunter: Pissed in shower, now checking for yellow legs."
<MENTION> now call down your dark and your cold and be damned charlie brown,0,0,1,['@skullmandible'],[],"RT @skullmandible: Now Call Down Your Dark and Your Cold and Be Damned, Charlie Brown"
<MENTION> for lots of great oldies check out memories and more with yankee rose today from 1 00 pm to 4 00 pm eastern <URL>,0,0,1,['@sky106radio'],[],"RT @sky106radio: For lots of great oldies, check out ""Memories and More"", with Yankee Rose, today from 1:00 PM to 4:00 PM Eastern! http://t…"
<MENTION> <MENTION> lol this is why i don t fuck with so many bitches don t call her a bitch,0,1,0,"['@skyereyes_', '@Feebito_23']",[],"RT @skyereyes_: “@Feebito_23: Lol this is why I don't fuck with so many bitches”don't call her a ""bitch"""
<MENTION> <MENTION> i have no hoes man i don t need those though ? ?? i need to pick mines back up ?,0,1,0,"['@skyereyes_', '@GinaSanabria_']",[],RT @skyereyes_: “@GinaSanabria_: I have no hoes man. I don't need those though ?”?? I need to pick mines back up ?
<MENTION> <MENTION> text someone that pussy was so good sorry wrong number and quote this with their response ?? <URL>,0,1,0,"['@skyereyes_', '@InspireNaima']",[],"RT @skyereyes_: “@InspireNaima: Text someone ""That pussy was so good!"" & ""Sorry, wrong number"" and quote this with their response.”?? http:…"
<MENTION> if that s what makes these fat bitches sleep at night ?,0,1,0,['@skyereyes_'],[],RT @skyereyes_: If that's what makes these fat bitches sleep at night ?
<MENTION> <MENTION> <MENTION> shit nigga don t complain now you got room for hella nudes from hoes trueeee i ll hy,0,1,0,"['@slbgng_eddie', '@cristinacetino', '@slbgng_eddie']",[],"RT @slbgng_eddie: “@cristinacetino: @slbgng_eddie shit nigga don't complain. Now you got room for hella nudes from hoes” 

Trueeee, I'll hy…"
<MENTION> <MENTION> on boys im a retard sometimes all the time,0,1,0,"['@slbgng_eddie', '@white_thunduh']",[],RT @slbgng_eddie: “@white_thunduh: On boys im a retard sometimes” all the time *
<MENTION> <MENTION> bitch spoil me,0,1,0,"['@slbgng_eddie', '@white_thunduh']",[],RT @slbgng_eddie: @white_thunduh bitch spoil me
<MENTION> u a nurse ? <MENTION> <MENTION> you a clown boy you music is trash i dare you say something back i bury your bit,0,1,0,"['@slimthugga', '@Blaccstone', '@slimthugga']",[],RT @slimthugga: U a nurse ?RT @Blaccstone: @slimthugga you a clown boy You music is trash.... I dare you say something back I bury your Bit…
<MENTION> i think imma patent disposable douche in ketchup type packages bitches can be sanitary and discreet for the hoe on the,0,1,0,['@slinkjohnson'],[],"RT @slinkjohnson: I think Imma patent disposable douche, in ketchup type packages. Bitches can be sanitary and discreet. For the hoe on-the…"
<MENTION> trey songz reply to nicki minaj >>>> that nigga spoke the truth on looking ass bitches lmao i knew someone was gonna,0,1,0,['@slllick_'],[],RT @slllick_: Trey Songz reply to Nicki Minaj >>>> ... That nigga spoke the truth on looking ass bitches lmao ... I knew someone was gonna …
<MENTION> once at a gradeschool dance i tried to do the worm to impress this bitch and i slammed my dick on the unforgiving ceramic,0,1,0,['@smithmuffins'],[],RT @smithmuffins: once at a gradeschool dance i tried to do the worm to impress this bitch and i slammed my dick on the unforgiving ceramic…
<MENTION> <MENTION> poly ratchets can t stand poly bitches in general ? they loud annoying and they talk too much,0,1,0,"['@snoleezey801', '@uce_INA']",[],"RT @snoleezey801: @uce_INA poly ratchets.. Can't stand poly bitches in general ? they loud, annoying, and they talk too much.."
<MENTION> <MENTION> <MENTION> i sang for you you nazi beaner,0,1,0,"['@socass_', '@00sexilexi00', '@socass_']",[],"RT @socass_: “@00sexilexi00: @socass_ I SANG FOR YOU, YOU NAZI”

*beaner"
<MENTION> a hoe gone be a hoe ?,0,1,0,['@sofancyy_'],[],RT @sofancyy_: A hoe gone be a hoe ?
<MENTION> swear these hoes ain t got nothing on me ??,0,1,0,['@sofancyy_'],[],RT @sofancyy_: Swear these hoes ain't got nothing on me ??
<MENTION> i hate a bitch that think she the shit bitch you basic as the fuck??,0,1,0,['@sofpizzie_'],[],"RT @sofpizzie_: i hate a bitch that think she the shit, bitch you basic as the fuck??"
<MENTION> llamf cumin wit better bars already bitch boiz ????? yall dun fukd all da way up,0,1,0,['@sonup_qp'],[],RT @sonup_qp: Llamf cumin wit better bars already bitch boiz ????? yall dun fukd all da way up
<MENTION> now 5sos is starting to tweet the hashtag they re trash # vote5sos <URL>,0,0,1,['@sorryimalex'],['#vote5sos'],"RT @sorryimalex: ""now 5sos is starting to tweet the hashtag, they're trash!"" #vote5sos http://t.co/llkuz6VtAi"
<MENTION> <MENTION> i only rted alex ramos aka trash to gain followers # vote5sos,0,0,1,"['@sorryimalex', '@lametears']",['#vote5sos'],RT @sorryimalex: “@lametears: i only rted alex ramos aka trash to gain followers” #vote5sos
<MENTION> i got called a faggot for buying girl toms so now i m gonna fuck that person in the ass,1,0,0,['@sorryimalex'],[],RT @sorryimalex: I got called a faggot for buying girl toms so now I'm gonna fuck that person in the ass
